Date,S&P 500,S&P 500 Minimum Volatility,MSCI ACWI,MSCI World,MSCI Europe,MSCI Emerging Markets,MSCI USA Small Cap Value Weighted,MSCI Europe Small Cap Value Weighted,FTSE World Government Bond - Developed Markets
10/2015,93127.60021443068,33747.7454947808,88794.04950530999,367444.0919357211,410907.8907252601,200389.64908777343,127300.85240083508,89181.32851774534,55641.403875754826
11/2015,97271.68657359488,34808.52253521126,91747.8993666698,380753.3028311568,420076.9869088335,200560.0987049816,134834.90105870122,91577.53054731071,56985.20937759009
12/2015,93029.0473400996,33795.89007513548,87582.02198952879,363478.2643024697,397687.996080006,190652.2052356021,123066.72119224766,88301.65733627263,55962.57449579666
01/2016,88145.46775061969,33417.91026556776,82071.73500000002,340700.71174003126,370351.5211047289,177755.6744505494,113350.99583333332,80177.86558058608,56971.4054544737
02/2016,88285.25910265525,34268.03926120499,81792.51331741367,339158.94570260134,364785.7645956977,178006.03082292434,115830.36827332844,80628.04299412196,58414.72944705372
03/2016,90158.85027076148,34578.272330610445,84072.7981027668,346363.5859666254,370759.8247841195,192804.50213438732,122056.2665050505,84143.31955555556,57121.8474957572
04/2016,90365.61759920364,34415.4008166272,85228.67940015784,351288.92036680126,379217.68932782847,193584.7826361484,126001.6216872753,86894.42103130755,57552.09772269803
05/2016,94041.86464365872,35545.963948359335,87314.9824098978,361148.0786679282,385404.51768005366,190563.06842388384,128914.35994262152,88099.41874125875,58382.997197774006
06/2016,94727.26371003035,37497.09622446405,87239.08324626193,358773.9176487272,369985.6665300005,199295.82684201043,128529.58061790669,79300.00837506757,60668.06449066583
07/2016,98122.44832841988,38131.95116854135,90934.9256366418,373561.4143701499,385094.416066575,209232.34710699183,135065.93455952493,84059.01047961848,60577.68283537909
08/2016,98092.579425808,37285.98625476105,91129.261013295,373233.7553825198,385571.49238022894,214135.6440172476,136447.8823553719,84831.35090909092,60295.79271421241
09/2016,97855.9861069339,37141.59209210644,91488.95287160648,374241.42262952926,387919.8627898107,216389.06884687752,136966.50995072126,85935.20709255441,60142.51884595652
10/2016,97958.06446732309,37083.89925013703,91724.96864608076,374207.280875549,382656.9088621559,221184.7756806139,134172.71994335833,85193.13604787139,59501.21364013104
11/2016,104556.63726649218,38407.56056567936,95171.04930888576,390688.3682260752,385280.4855978087,217187.7351198872,154960.11976492713,86216.90089139635,58689.979081974976
12/2016,107574.0530908,39507.1839339721,98132.06411156437,403604.24512705766,409088.2841065431,219759.92080447776,160861.882610758,91983.0992220852,58612.43438449698
01/2017,107433.2506890623,38874.80419823338,98829.91665271966,405120.6495537613,409276.6629178326,227184.65673640167,158565.09566527198,93160.40014876802,57771.26336977542
02/2017,113364.64866406668,40962.6066218741,103161.9230725677,422568.0058265258,420340.6793622682,237647.89949985844,162915.2409285647,94816.23915636502,58963.21585033746
03/2017,112498.78373369784,40406.44192685437,103574.01382471238,423314.19588194246,433376.27808294736,241563.6882237396,159652.23924048268,97355.72918529603,58628.58665193196
04/2017,111168.99927821245,39709.95673705398,102934.9065507777,420188.69421122666,438867.23720340506,241503.2687099726,156034.1361591949,100667.21091308328,58331.86644038362
05/2017,109809.85361581344,39290.46715622493,102568.2199982176,417950.07852489385,448215.38357765565,242244.08918991176,147677.93913911417,101407.71445325729,57441.93274657615
06/2017,108645.9252986847,38513.21021731511,101351.9757097792,412536.0864162126,435900.2640180988,240749.22476340696,148912.39393620752,97694.84437960044,56527.3019694518
07/2017,107901.62828036687,38087.41199727125,101421.80460475825,411062.7127959523,436855.0453679013,248435.9917114351,146153.61171484608,99660.51466189136,55700.77357224612
08/2017,107335.05397738262,37509.64302748414,101015.83864693446,408230.0497197168,433486.5972991325,251964.628820296,141883.2035315011,98729.77584270616,55883.77669021589
09/2017,109725.4374920121,38003.96354396069,103170.93664238522,418064.2001528241,448511.08631901344,251423.91873623576,150737.833427071,103285.27281043536,55526.07846232783
10/2017,113906.76227661093,39452.703660422754,106857.69135590308,432113.9841518363,457124.9619397659,264010.52041587903,153595.6401581028,104166.30537549408,56083.83983897068
11/2017,115309.63716797264,40541.978327285,107034.53553886405,433615.2751163372,449972.39891596383,259843.8935268799,155248.6381298,102720.9193636594,55551.2195603268
12/2017,115191.7734755323,40421.60376886517,107489.88993579589,434202.4777412793,451272.5597176306,266073.0086050196,154608.66760110063,104959.98649378806,55227.71046295931
01/2018,117250.59724179508,40094.59439672473,109345.9191137513,440101.2178965249,457944.7385919936,277531.5668780605,151698.91244280327,106257.2971999679,54067.25342384654
02/2018,115175.98376271766,39523.1252988374,106880.92213852955,430262.1464833315,439602.7335384439,270039.19870640244,146520.59073358442,102464.07510397903,54837.75703516595
03/2018,111274.0871209013,38540.520801882965,103748.11351351353,417228.8644593668,430541.38973218965,262785.50810810813,146439.48585666748,99929.04352081812,55202.520029995656
04/2018,113938.96098767356,39377.29573640202,106897.01948836824,430478.4048628936,451319.4600175783,266914.12509313686,151063.35731765875,105251.99010679692,55149.15933220192
05/2018,120472.88945259967,41225.48539191385,110602.1685614155,447246.1646248766,450680.2333590974,265884.7793486623,163769.95875032057,104773.7538798188,56433.29912775783
06/2018,121640.63274996902,41788.253937210495,110434.3170355121,448604.9582515945,449234.24603103945,255911.4654657746,166133.7188471436,103606.52125064336,56273.78931996685
07/2018,125328.92670893228,42786.79141104294,113044.23297546012,459541.8254727306,461102.7880559778,260018.9981595092,168557.339568848,104739.27805896389,55870.87066345661
08/2018,130356.7781939615,44429.62808342632,114814.6044116385,468621.7621348341,451493.9860411582,254910.81690841983,174230.40187108403,103034.67957943524,56118.52231913802
09/2018,131948.15421865127,44980.20680718728,116108.75774015204,474284.180484492,456037.7011353053,255285.8143227367,171752.2316931583,102768.71027125088,55611.17140940127
10/2018,125731.73732401438,43539.89054603287,109882.17959003356,449476.234426274,430836.6928839223,238389.48639335576,159317.87392648883,94914.30890616718,56443.30425859415
11/2018,127830.83777741964,44277.24201074038,111138.74853420196,452941.4068593441,425282.3809892932,247334.622801303,160722.79113830446,91705.4035918655,56732.50582152584
12/2018,115364.79139345148,40010.647615720525,102534.3121048035,415174.55792518426,402416.12560125417,239016.8196157205,138739.6871510917,85558.47219737992,57537.66231203378
01/2019,124197.3547194452,42776.67426880222,110295.89012883008,445997.4201774572,427508.764555195,259102.98676880225,155869.01344707524,92786.4734679666,58082.71500177606
02/2019,128993.59461161244,44576.41233356692,114010.58913805186,462305.9594939658,444654.3642893638,261347.22088297125,163252.42787666435,96310.20431149263,58000.078935943486
03/2019,133618.6273061136,46312.047850467294,117376.29644859812,475923.8434171276,454574.2147130301,267838.0442723631,161435.27910458393,96442.25111704496,59578.32418991989
04/2019,139239.43869351596,48178.32643965058,121585.67361383492,493546.5736909487,471540.85915493366,273941.6158673561,167969.9573970405,101186.5373934748,59380.0272329005
05/2019,131174.49245773104,46298.77783158461,115162.40742534304,467862.8165261699,448384.0198646817,255677.5254237289,152001.82317460317,93245.70792754012,60775.37790582941
06/2019,137593.57976994404,48092.88692442883,120286.7223374341,488657.3712359989,468874.8224370389,266371.92616871704,159998.41875746928,95720.86024780318,60828.56099775033
07/2019,142437.50223542243,49871.43793381759,123158.90476190476,501162.7662374294,469234.2596773712,268743.33930589183,164000.12008250385,94432.30694825578,61919.011721987605
08/2019,141641.8466415389,50571.25262776368,121547.08200434945,496027.2187867925,462198.6876903012,258381.8150235593,155289.6859623052,93015.93880210225,64335.51722776966
09/2019,146239.98744519314,52080.29997244925,125836.58681237948,513422.0061230561,481186.9741921868,266955.2405730554,165258.5711782533,97423.6872623749,64113.41121679757
10/2019,145857.73335791688,50997.26239913932,126240.72393760088,513978.8229862183,484833.3412867553,271629.89725658955,164441.19669535596,99896.29822126593,62957.9370091171
11/2019,153519.5739702743,53016.11305773083,131402.72179930794,536567.3940731816,499784.1901607065,275522.7020761245,172235.11669459115,104124.42692041522,62960.01894462645
12/2019,154605.55398945123,53617.67815559907,133032.13053231264,540245.1776247153,507657.7831687136,289613.94755207404,175674.3190599965,108421.70616343246,61961.78513636183
01/2020,157089.91020089062,54646.57252985885,133763.153257329,545799.2645173206,503042.40035375487,280672.063029316,167790.8689956569,105259.08615816142,63812.418597308286
02/2020,145143.4264082307,50503.14198779266,123851.3852418694,503079.3821788027,459495.6066936621,267703.9754577754,151175.9547471987,96201.88112599072,65072.61120101038
03/2020,127460.092060378,44252.49832055494,107411.50859802848,437337.1673498101,393887.13272634806,226972.98236582696,108977.66891566268,70990.75387367653,64902.5437107787
04/2020,144857.45506297878,49504.5851783744,119847.43482898126,488682.0413655316,420318.0434094696,249624.5830636264,128266.56757263702,79357.10381941892,65781.19943166121
05/2020,148213.47863941544,50439.1095545977,122210.75479525862,500328.6294323941,429199.0781329704,245720.77176724144,132136.73016343397,81120.29269216956,64849.21261396377
06/2020,150324.24503725188,50341.67379889266,125470.32002143245,510719.3856089005,444179.3252061395,262449.3615109841,136427.6043222004,83130.66026611897,64648.02462801437
07/2020,150088.267773964,49832.42187711004,124906.0234132343,505793.5817970517,435942.9612157399,270439.1989365294,132059.38443281568,81945.57216914248,63616.73639341674
08/2020,159637.0018071717,51604.31088777219,131576.3767839196,535430.1946260751,450382.05210469966,274353.6631658292,139179.2284154104,87259.76911557789,62601.41295338832
09/2020,156614.33628777092,51627.39576358045,129906.798377178,527202.1107953145,444002.1333958664,275367.70592757093,134639.1603997267,85220.54545951488,63721.0995776927
10/2020,152579.8676496115,50250.82000341938,126888.96395965124,511467.02193003474,419320.1282010849,281323.7972302958,140699.69989057962,81272.57585912122,64020.99696096618
11/2020,165297.0491800937,52872.9534557596,139220.51213689483,563285.0712466314,479110.6358693489,300124.8890984975,166266.63887312188,99145.03270784645,63287.1886963729
12/2020,167581.83983784437,52987.55217993643,142279.59194849644,573242.1670965339,489767.1089312235,314686.3460027708,175222.40464346833,105031.48207481054,62703.8718080278
01/2021,167735.2464011327,52339.28902439024,143242.73780487804,573858.2691392895,488043.5876437918,328025.2335365853,188504.4311338168,106010.73753790375,62333.9582428859
02/2021,172573.76153343054,52209.79166735418,146784.8340400957,589291.3543261647,500593.8842992144,330961.2410857191,206273.40599620497,113927.08417457309,60893.38714133481
03/2021,186215.49190584407,57325.66498933901,155875.91119829423,629463.2180545023,533487.9191165894,337056.15300639655,227304.5544579957,121919.58144477612,61584.0792209105
04/2021,190357.6741665408,58138.39212050985,157946.46972355573,639293.4715252456,541251.3926647289,335284.9169011753,227799.14378248635,124959.38488164212,60806.55727990244
05/2021,189817.58785578984,57760.78052618638,158924.11762970246,642177.7502744969,558312.8257368612,339791.16941234324,233783.85518891897,129856.81880173757,60462.197943085404
06/2021,199430.45127707996,60269.18566139348,165367.1443116796,669134.3749599874,565407.5394437196,349573.9905923932,236984.18452877825,126638.11283237967,61613.680310035175
07/2021,204047.604063698,61955.63262971995,166456.44759902445,680719.548343914,575520.9460011658,326060.94202337903,231422.41702127655,129295.5940425532,62637.87799374884
08/2021,211264.5067692492,63621.17921243873,171496.6658441778,701021.9054239772,587032.4342752893,336310.36442453944,237647.24986479632,134129.2455332094,62552.0348352873
09/2021,205874.9345089844,61698.84656706106,168108.0457552466,686712.4158920497,571293.5169045591,330178.03853527934,238291.8641782538,130871.63024095348,62285.62503316524
10/2021,219050.23124671952,65049.79936453413,175730.3196221554,721495.6823644936,593643.261509041,331593.0442593388,246705.51192443108,133262.65636410477,62126.76585486283
11/2021,222931.0604849977,66300.19825750242,175809.6402358532,723198.844838573,576998.3641555137,326001.36159464926,244755.0955751122,127669.23231540968,63858.429568656175
12/2021,233682.94372520587,71038.375419389,183495.84840190716,756571.9801449956,617113.5434303305,333361.95447642595,257584.10408793925,136340.7765477662,62782.92333045974
01/2022,224967.2879732875,68505.1499462173,177177.55127285767,727460.0848749744,597849.3433084766,332060.99134098244,250773.71788633923,133037.3484277519,62328.0532609106
02/2022,217393.35106870157,66242.57737297972,171991.69006161264,706339.1613572572,578734.9951661042,320938.50152692205,254456.3991034914,128881.96658630238,61534.74407236937
03/2022,227455.58219174607,70061.3545446356,177370.5286730925,732130.2464883362,583238.6410857529,316571.3680569318,259013.2791622376,129387.36385190523,59950.099101228574
04/2022,218671.8853900784,70135.13601518027,171928.36127134727,707040.6844588212,578953.5771857572,314924.564117647,254626.90072296016,129154.88118406077,59503.12265544601
05/2022,215535.216038354,69037.00849435265,169470.1685242229,696149.8277558046,573865.205164538,311280.7223186783,256691.6939531411,128812.53146830956,58525.300011361
06/2022,203950.42410264228,67232.50401463368,160127.00772118996,655804.2932234461,532999.3845892824,299980.93568884186,236988.33235582948,113437.4268990084,58055.629397249526
07/2022,226883.90453305707,72373.29288095704,174541.5679545009,720991.7586758115,569747.3164039922,305045.90062757407,265779.7117905472,121041.7933634046,60601.32306197136
08/2022,221940.37035095043,71169.64839999999,171513.96102,704527.4437804917,544831.4764256536,312501.15936,263551.524436,114708.05653800002,58703.89324907987
09/2022,206708.83301550976,67316.96889618383,159178.31109971277,655554.6788803298,510310.8028060511,283156.8756462864,242605.8524579401,103098.66250512926,57148.84936706372
10/2022,219702.8960830352,71529.58002824288,165998.16893282227,690867.0682405854,537728.4209466464,269808.06723824894,268273.7493826912,110479.18834577368,56372.31412902648
11/2022,221651.7941205841,71449.42397841171,170981.809001542,706003.0916860258,572102.1290695528,296069.8186006168,269021.9700616808,117588.65753662298,56591.36218854905
12/2022,203202.0837910024,67021.87522970185,159853.73710856933,657640.5600279866,556616.6406674158,284127.5013313332,245625.5125876618,116023.02555222204,54427.52257353549
01/2023,212640.77523455225,67967.97651620049,168710.18798116868,693317.2073211351,595576.2755554975,301863.2550540017,270027.6599575372,127137.16730360936,55174.456722448056
02/2023,211633.08209762216,66137.04849797532,167237.88083623693,690287.1415167826,603810.7291722612,288001.65574912896,270018.17069968925,130634.24885205764,54592.30196966283
03/2023,214238.2464260528,66861.53382988505,168449.46620689658,694865.1891246431,603572.9589789583,289860.49456551723,245398.27788873567,123698.26406252876,55352.063257196096
04/2023,215481.9432361832,67986.1010108369,169300.4023312995,700220.6730653651,622573.1617627826,283863.871286768,239786.3604207267,127162.09105728076,54696.89248457002
05/2023,222455.55686589688,67637.66125620143,172283.20909856784,712567.5961556862,602395.7505268039,286965.6660488627,238313.85786015168,121707.5389366283,55379.69094037912
06/2023,233160.3873990072,69604.69457021903,179290.9694643843,742935.598895187,620614.5495238258,293112.9192159028,258203.5183913124,124610.8717798638,54121.64465258054
07/2023,237222.9845262198,69118.62505669962,183259.95072121927,756955.8338300635,630535.0069551577,307121.98181983124,273158.2221573075,129219.9768284496,53653.94744441071
08/2023,236775.55086954488,68898.51078395288,180753.44790209792,749413.2711877194,614157.4863395223,292403.4576923077,266658.9599282297,125371.9265679058,53758.5379593179
09/2023,231318.43529727083,67722.83824806495,177826.56405512552,735631.2369086111,605006.6169898075,291910.57449159527,259070.4807494809,122981.79173494432,53242.49230557777
10/2023,225921.39736823112,66804.72375929935,172113.4662020906,712604.6794219364,581043.0775316247,281032.5557811342,243065.7715566438,116278.0783124588,52707.699295392005
11/2023,239516.55614766828,69934.91790321106,182712.4847314976,757166.3427930666,620166.9517020354,294037.75462098594,257829.81917299423,125674.01624005126,53608.55910775288
12/2023,247701.34848824496,70930.38454298642,189489.9282352941,785784.4342333137,644135.1894200499,301785.53265323804,287324.05603619915,134673.24086877832,55282.0073462677
01/2024,256814.10269384517,74387.3727784442,194388.7699732398,810844.0442109375,656027.2050952587,292646.9060748459,280763.44521177444,133188.58863523116,55287.92756409264
02/2024,270801.7822068391,76735.9706262701,203008.10096065028,846080.7267240374,666916.6968666045,307730.0632399686,290079.5466654351,131315.3888601515,54675.18501921192
03/2024,279902.5665041281,79206.25388955693,209784.9669595782,874481.0394525726,692806.2299524446,315983.3625037207,304394.41387290723,137599.96734622147,55053.0922570369
04/2024,270799.4437820734,76953.10001866019,204714.16407911925,849304.6831396248,685583.7553768862,320588.26182697626,286806.7724892704,137888.5572103004,54020.01424658584
05/2024,280717.4591253085,79418.64813859196,210525.73606708445,876272.4418082598,709915.6540412569,317543.82672621927,297840.0933413196,145869.7564688537,53801.95289003408
06/2024,294783.1947701515,81846.7984680056,218246.924614666,906380.4276370538,703495.5256276453,334333.78320716944,293778.4104437179,139365.82478094348,54476.8577220766
07/2024,294982.11645338393,82618.79682305134,219307.09571481345,911875.6486115364,710437.5232374836,332121.462659842,320755.4385205024,144506.0472571112,55599.72570287252
08/2024,295079.1760101126,83592.29609452511,219838.04009791327,914111.8851203562,721192.9309480111,329922.4453028171,310775.87275006773,143371.0435194372,55630.31349496801
09/2024,298447.0495512129,84151.58163629868,223100.8718491537,921790.4328540992,716928.7044593027,349067.73162684817,312703.89997677744,144674.7390353698,56093.077188283736
10/2024,304274.32701249747,85218.468333027,224200.19161850028,929575.6308922447,694156.1833572101,342883.0784551551,316888.37224958645,138375.77434662747,55534.60330679825
11/2024,331895.24242956,91709.04351448586,239071.24123799056,1001686.631880757,703139.9017963521,339780.77447658166,358598.77774285176,140134.30814807804,57289.94789189133
12/2024,329378.5285170692,89259.26033304456,238077.8800006292,991827.676110626,697375.2579658108,346097.1292322707,335259.04066416406,140723.90755606894,56892.30659464989
01/2025,338420.5488647817,91524.75269893196,245110.87756114788,1026432.723147118,745104.8678857392,350909.5583242473,347066.9711613587,147477.72058500917,56903.16032732895
02/2025,333427.489458091,93364.61404283933,243528.40992041212,1017283.4172351286,771142.1761290719,352456.71935644327,332033.3569167228,151620.91233695133,57818.82068425214
