Date,MSCI Europe Small Cap Value Weighted,MSCI USA Small Cap Value Weighted,MSCI Europe,MSCI World Momentum,MSCI ACWI,MSCI World,S&P 500 Minimum Volatility,MSCI Emerging Markets,FTSE World Government Bond - Developed Markets,S&P 500,MSCI USA Small Cap Value Weighted
12/2011,40130.807099466736,65307.11064997296,246073.43805965583,43310.82860788208,49729.66255506608,200380.8342500801,16546.755802766827,165013.48017621145,49981.33164936654,44220.273896058265,65307.11064997296
01/2012,45169.354266848815,68533.4778870674,252972.5473159147,43133.15667218824,51688.363114754095,206651.3955907669,16669.564562537947,180456.9307377049,50246.61562142322,45370.90021675304,68533.4778870674
02/2012,47632.82151603066,69542.6071784572,263651.83769023535,44181.26579689536,53236.22423566168,212441.11352361256,16766.19591906568,187500.1249274716,48679.44113352015,46392.71039037369,69542.6071784572
03/2012,46782.66048367776,71192.90476040733,263807.99143383274,45890.78573213218,53965.10336927225,216573.9656298778,17254.405132674452,182442.9010781672,48401.02419386668,48231.54331393435,71192.90476040733
04/2012,45835.51908733162,71112.49026335706,260533.26782125412,46799.67037366154,53956.56406841229,216415.4799241033,17543.689472075075,182250.92520054488,49431.19745826262,48443.99200394809,71112.49026335706
05/2012,41189.77666209789,70282.324676288,243547.96229518563,47579.530437589965,52382.132338950265,210662.9377993188,18011.42797710231,172493.72077723133,52653.44160713581,48509.69107375338,70282.324676288
06/2012,43573.65027640985,71885.77507069104,258960.0816609621,48805.53626779785,54178.41760127085,218108.9174847448,18422.61190214456,176570.03637807784,51279.53190985516,49758.20776691747,71885.77507069104
07/2012,43988.76413871704,72552.46694724847,268397.9063222759,50970.055159068965,56306.48855421687,226415.8451453313,19037.97494236405,184628.9060240964,53335.90204049415,51705.99974411996,72552.46694724847
08/2012,45517.25515026564,73370.66700182381,272970.7953727228,50318.70305027648,56066.52160811989,226136.1378488754,18676.607395131232,179321.75954325587,52504.4006788491,51499.67303123254,73370.66700182381
09/2012,47861.32091105956,73762.02647950503,274096.7216100142,50174.60430741251,56428.52143851508,226616.5383712506,18715.30833348801,185485.91387471,52069.65110312981,51527.16210283268,73762.02647950503
10/2012,48926.25125067344,72909.20224890327,276732.201228433,48854.48066073938,55795.05342876935,223993.7774108795,18462.211240514123,183485.72694527823,51376.16923866283,50330.4775582332,72909.20224890327
11/2012,48923.056929000464,74086.73795164023,284071.61174913286,49443.17823507642,56565.99148313568,226984.28095770988,18673.71255351917,185928.92679809025,51092.84840352054,50649.65013096342,74086.73795164023
12/2012,51697.58538123391,75472.8561815977,287460.6674171951,48455.69372232115,56962.27735334244,227607.36330765035,18402.49971714416,191967.52905866303,49896.45577613766,50305.52897435452,75472.8561815977
01/2013,54343.35697121773,78802.16152324724,296270.25092438265,49142.80038556588,58036.84724723247,232917.00015213856,18901.0833700369,189530.21118819187,47838.368788727945,51521.01658473039,78802.16152324724
02/2013,55525.75434838908,82115.01949729607,297314.38110352686,51502.041442736336,59915.71172214183,240782.7416430352,19796.28379312971,193178.3600578872,49056.389864624856,53894.96181070904,82115.01949729607
03/2013,56378.0796142132,88502.79067239362,304206.27999874303,54977.84769374549,62584.28265521282,252657.82531872016,21218.64723186255,194697.77426005463,49774.539211429925,57331.01011694862,88502.79067239362
04/2013,58157.5349510404,87003.52317778459,310919.9326511259,55518.12035207506,63098.56308139534,255291.1007665033,21258.530743268057,192233.2526162791,48951.95761139835,57242.02853436367,87003.52317778459
05/2013,60357.45308319239,91294.1561017992,313075.58470935485,55080.40790019628,63298.11783792097,256683.50795584416,21403.00650161464,188342.81316315543,48143.60421517938,58878.19740277958,91294.1561017992
06/2013,57003.17714067279,89697.03528593274,296279.18549001607,55031.23586043013,61125.978990825686,248942.30855304707,21106.48602171254,175443.93701834863,47746.10253779058,57758.94421380059,89697.03528593274
07/2013,62129.61630734465,94438.3586787194,313425.59193865326,56019.74884887132,63130.63918644068,258198.7933842044,21760.49149288136,174766.4672542373,47369.499151438606,59806.48209966141,94438.3586787194
08/2013,63064.28032640727,91435.03411711373,310361.8344132104,54551.23163019375,62028.78936154138,253466.796924856,21128.36285545901,172352.92977710618,47520.10893160201,58249.925209722256,91435.03411711373
09/2013,67592.2122191781,94704.87857978528,326023.79438350577,56721.28621538948,63952.03232876713,260822.4428473896,21270.69444383561,179944.84602739723,47184.09835418558,58875.45701713496,94704.87857978528
10/2013,70674.35363243164,97329.7602404516,336601.3314294768,57810.18109707304,65873.34180778536,268329.77131514327,21922.72772436038,186832.3535957774,47422.14942574101,60967.83233183217,97329.7602404516
11/2013,72258.66892954228,100775.62514289914,341330.9661546161,59216.148111792776,66981.41234295792,273700.34603190416,22373.35742296672,184520.812078466,46828.13671705411,62964.23729032451,100775.62514289914
12/2013,73433.42269596116,101725.71996084404,344415.22099261446,60106.07000921852,67270.44772677834,275843.8285916278,22383.89625175839,179494.29697628887,45829.8437068319,63715.72525354884,101725.71996084404
01/2014,74367.1998505475,100529.970282628,337841.6633949263,59637.46944604805,65908.8402189997,271031.5379847727,22056.92101805268,171294.3968185854,47502.90089592296,62764.24015938076,100529.970282628
02/2014,79983.5723564758,103109.75688699054,354718.9883923208,61693.69948932537,67639.39972489684,278480.3452700548,22497.989041337867,173198.84236588722,47013.754588151714,64224.18080002153,103109.75688699054
03/2014,80027.24754424137,104414.70716420078,351733.3725205208,60052.722035064806,68099.40809399477,279389.03428945533,22895.61232056861,178877.9828981723,47048.12132454513,64881.3223158635,104414.70716420078
04/2014,79507.3367393502,102285.85158844764,358893.37104266736,59095.211389883305,68475.77337184115,280988.3861269896,23073.738017617325,178740.17116245485,47287.49457315388,65068.30076013523,102285.85158844764
05/2014,81137.02822958771,105031.7705886676,368570.2668970448,62306.71911064939,71241.54571911515,291633.55147304013,23761.38496038804,188323.9198941721,48199.63886805857,67785.15869094236,105031.7705886676
06/2014,80028.15191828967,109211.89298433154,366816.2853753109,63391.80543412695,72342.6530238688,295742.1402166764,23996.01185532289,192690.45731439453,48422.72171133126,68927.0076252774,109211.89298433154
07/2014,77480.32032139921,106251.511987443,360310.6427280545,63406.99001071631,72977.89456611108,297091.1886236088,24164.66229553777,200673.8642798416,49086.16844930339,69393.94970425921,106251.511987443
08/2014,78208.6997831362,112906.0788489536,367062.9968066033,66347.44048136193,75700.62638762512,308035.1752794275,25431.47543008796,208249.3573703367,50074.288589809374,73215.38183992346,112906.0788489536
09/2014,76878.00105380277,111081.544525153,370267.4555965352,68146.26566823969,76798.10449018517,314083.3655218422,26436.19732464436,202129.2216005722,50499.06263567115,75659.57982293481,111081.544525153
10/2014,73873.1850894283,116187.02856755033,362203.96758373466,69050.5019560051,77720.7588789524,317604.3742209276,27467.79356148195,205499.48484509744,50768.97422741445,77872.68476363232,116187.02856755033
11/2014,75041.0786990307,116762.64209885446,373053.03237142303,71471.26326687982,79313.70684931507,325033.47795628244,28318.112349275016,204006.0383561644,50722.382286774286,80229.6490946457,116762.64209885446
12/2014,75846.35197430196,121614.28316777862,367050.21353519073,72746.45183845943,80008.27887323944,328800.51832220104,29090.83250638333,200184.9042253521,51969.54059280895,82281.83035112746,121614.28316777862
01/2015,80398.73237328616,125361.10892879256,394179.4347086487,77982.52166126527,84600.69277310924,346716.8438486681,30994.49070075188,216294.74924369747,55548.89094999408,85713.74060605608,125361.10892879256
02/2015,88332.60264946618,134277.36372953738,421350.3707002234,82495.55974056551,89865.91601423487,369153.0207180961,32378.02482099644,224307.68604982205,55251.026167265256,91164.1916919498,134277.36372953738
03/2015,89795.53831025188,141535.27033553304,428493.631654272,85425.69941384067,92484.87398457104,379619.79077753314,33355.61709378194,231050.3492517892,57085.122548052255,93733.56563875942,141535.27033553304
04/2015,90956.63443958983,134126.34832634867,428917.4755196788,82215.61347206982,91342.36023183235,372725.55846324,32024.59350084708,238760.1626749888,55306.47866756128,90785.14292758708,134126.34832634867
05/2015,93488.852437557,138640.02181768464,435117.3379569327,85686.77240052696,93333.11250683684,382362.5198162127,33094.47849079307,234364.8839562444,55201.02024706949,94006.148944017,138640.02181768464
06/2015,90058.82133702743,133842.2003968183,413493.7718106997,82648.32208262176,89392.61043882383,366161.8219623446,31767.83145339172,223985.0736437573,54179.91474918105,90381.92538660564,133842.2003968183
07/2015,93124.99545363364,133110.22193671926,435040.5838393367,86988.45679162712,92027.36017142337,380279.52341622126,33618.46501212728,212818.88808242907,54914.90705292655,94143.5082104709,133110.22193671926
08/2015,87233.87544003568,124097.3951029871,395126.5793302996,79440.82362558323,83859.74482389656,347261.9628898927,31310.683015604096,189362.0608114133,54461.094446856376,86507.22112462565,124097.3951029871
09/2015,83353.06658573597,117956.94709274302,377085.01143833855,76610.77502629609,80945.38912791215,334811.6198701292,31130.918473266083,183929.72471659377,55109.79003039034,84457.09292036091,117956.94709274302
10/2015,89181.32851774534,127300.85240083508,410907.8907252601,83296.0778166388,88794.04950530999,367444.0919357211,33747.7454947808,200389.64908777343,55641.403875754826,93127.60021443068,127300.85240083508
11/2015,91577.53054731071,134834.90105870122,420076.9869088335,86866.0392824777,91747.8993666698,380753.3028311568,34808.52253521126,200560.0987049816,56985.20937759009,97271.68657359488,134834.90105870122
12/2015,88301.65733627263,123066.72119224766,397687.996080006,84422.09624307301,87582.02198952879,363478.2643024697,33795.89007513548,190652.2052356021,55962.57449579666,93029.0473400996,123066.72119224766
01/2016,80177.86558058608,113350.99583333332,370351.5211047289,80555.6773796219,82071.73500000002,340700.71174003126,33417.91026556776,177755.6744505494,56971.4054544737,88145.46775061969,113350.99583333332
02/2016,80628.04299412196,115830.36827332844,364785.7645956977,79746.96917013328,81792.51331741367,339158.94570260134,34268.03926120499,178006.03082292434,58414.72944705372,88285.25910265525,115830.36827332844
03/2016,84143.31955555556,122056.2665050505,370759.8247841195,80461.4989626064,84072.7981027668,346363.5859666254,34578.272330610445,192804.5021343873,57121.8474957572,90158.85027076148,122056.2665050505
04/2016,86894.42103130755,126001.6216872753,379217.68932782847,80478.04817173604,85228.67940015784,351288.92036680126,34415.4008166272,193584.7826361484,57552.09772269803,90365.61759920364,126001.6216872753
05/2016,88099.41874125875,128914.35994262152,385404.51768005366,83938.56353873537,87314.9824098978,361148.0786679282,35545.963948359335,190563.06842388384,58382.997197774006,94041.86464365872,128914.35994262152
06/2016,79300.00837506757,128529.58061790669,369985.6665300005,86647.10531110226,87239.08324626193,358773.9176487272,37497.09622446405,199295.82684201043,60668.06449066583,94727.26371003035,128529.58061790669
07/2016,84059.01047961848,135065.93455952493,385094.416066575,88953.87577387049,90934.9256366418,373561.4143701499,38131.95116854135,209232.34710699183,60577.68283537909,98122.44832841988,135065.93455952493
08/2016,84831.35090909092,136447.8823553719,385571.49238022894,86358.25265680338,91129.261013295,373233.7553825198,37285.98625476105,214135.6440172476,60295.79271421241,98092.579425808,136447.8823553719
09/2016,85935.20709255441,136966.50995072126,387919.8627898107,86745.8839511188,91488.95287160648,374241.42262952926,37141.59209210644,216389.06884687752,60142.51884595652,97855.9861069339,136966.50995072126
10/2016,85193.13604787139,134172.71994335833,382656.9088621559,85800.89501888075,91724.96864608076,374207.280875549,37083.89925013703,221184.7756806139,59501.21364013104,97958.06446732309,134172.71994335833
11/2016,86216.90089139635,154960.11976492713,385280.4855978087,88704.72722004859,95171.04930888576,390688.3682260752,38407.56056567936,217187.7351198872,58689.979081974976,104556.63726649218,154960.11976492713
12/2016,91983.0992220852,160861.882610758,409088.2841065431,90845.36683081766,98132.06411156437,403604.24512705766,39507.1839339721,219759.92080447776,58612.43438449698,107574.0530908,160861.882610758
01/2017,93160.40014876802,158565.09566527198,409276.6629178326,92225.43478751104,98829.91665271966,405120.6495537613,38874.80419823338,227184.65673640167,57771.26336977542,107433.2506890623,158565.09566527198
02/2017,94816.23915636502,162915.2409285647,420340.6793622682,95822.91364726856,103161.9230725677,422568.0058265258,40962.6066218741,237647.89949985844,58963.21585033746,113364.64866406668,162915.2409285647
03/2017,97355.72918529603,159652.23924048268,433376.27808294736,96997.24499612288,103574.01382471238,423314.19588194246,40406.44192685437,241563.6882237396,58628.58665193196,112498.78373369784,159652.23924048268
04/2017,100667.21091308328,156034.1361591949,438867.23720340506,96665.006151986,102934.9065507777,420188.69421122666,39709.95673705398,241503.2687099726,58331.86644038362,111168.99927821245,156034.1361591949
05/2017,101407.71445325729,147677.93913911417,448215.38357765565,98134.42600432552,102568.2199982176,417950.07852489385,39290.46715622493,242244.08918991176,57441.93274657615,109809.85361581344,147677.93913911417
06/2017,97694.84437960044,148912.39393620752,435900.2640180988,96722.08796624732,101351.9757097792,412536.0864162126,38513.21021731511,240749.22476340696,56527.3019694518,108645.9252986847,148912.39393620752
07/2017,99660.51466189136,146153.61171484608,436855.0453679013,97035.72244226986,101421.80460475825,411062.7127959523,38087.41199727125,248435.9917114351,55700.77357224612,107901.62828036687,146153.61171484608
08/2017,98729.77584270616,141883.2035315011,433486.5972991325,97627.58421794252,101015.83864693446,408230.0497197168,37509.64302748414,251964.628820296,55883.77669021589,107335.05397738262,141883.2035315011
09/2017,103285.27281043536,150737.833427071,448511.08631901344,100284.67651896203,103170.93664238522,418064.2001528241,38003.96354396069,251423.91873623576,55526.07846232783,109725.4374920121,150737.833427071
10/2017,104166.30537549408,153595.6401581028,457124.9619397659,106372.53721323432,106857.69135590308,432113.9841518363,39452.703660422754,264010.52041587903,56083.83983897068,113906.76227661093,153595.6401581028
11/2017,102720.9193636594,155248.6381298,449972.39891596383,106426.05702888264,107034.53553886405,433615.2751163372,40541.978327285,259843.8935268799,55551.2195603268,115309.63716797264,155248.6381298
12/2017,104959.98649378806,154608.66760110063,451272.5597176306,105467.00533495432,107489.88993579589,434202.4777412793,40421.60376886517,266073.0086050196,55227.71046295931,115191.7734755323,154608.66760110063
01/2018,106257.2971999679,151698.91244280327,457944.7385919936,109723.75846676684,109345.9191137513,440101.2178965249,40094.59439672473,277531.5668780605,54067.25342384654,117250.59724179508,151698.91244280327
02/2018,102464.07510397903,146520.59073358442,439602.7335384439,110093.54030294846,106880.92213852955,430262.1464833315,39523.1252988374,270039.19870640244,54837.75703516595,115175.98376271766,146520.59073358442
03/2018,99929.04352081812,146439.48585666748,430541.38973218965,105575.69633548352,103748.11351351353,417228.8644593668,38540.520801882965,262785.50810810813,55202.520029995656,111274.0871209013,146439.48585666748
04/2018,105251.99010679692,151063.35731765875,451319.4600175783,108796.43859508658,106897.01948836824,430478.4048628936,39377.29573640202,266914.12509313686,55149.15933220192,113938.96098767356,151063.35731765875
05/2018,104773.7538798188,163769.95875032057,450680.2333590974,115520.49704715422,110602.1685614155,447246.1646248766,41225.48539191385,265884.7793486623,56433.29912775783,120472.88945259967,163769.95875032057
06/2018,103606.52125064336,166133.7188471436,449234.24603103945,115514.47031512223,110434.3170355121,448604.9582515945,41788.253937210495,255911.4654657746,56273.78931996685,121640.63274996902,166133.7188471436
07/2018,104739.27805896389,168557.339568848,461102.7880559778,117297.87708655756,113044.23297546012,459541.8254727306,42786.79141104294,260018.9981595092,55870.87066345661,125328.92670893228,168557.339568848
08/2018,103034.67957943524,174230.40187108403,451493.9860411582,123483.5259798676,114814.6044116385,468621.7621348341,44429.62808342632,254910.81690841983,56118.52231913802,130356.7781939615,174230.40187108403
09/2018,102768.71027125088,171752.2316931583,456037.7011353053,125486.5604139268,116108.75774015204,474284.180484492,44980.20680718728,255285.8143227367,55611.17140940127,131948.15421865127,171752.2316931583
10/2018,94914.30890616718,159317.87392648883,430836.6928839223,115671.83727288638,109882.17959003356,449476.234426274,43539.89054603287,238389.48639335576,56443.30425859415,125731.73732401438,159317.87392648883
11/2018,91705.4035918655,160722.79113830446,425282.3809892932,116900.28334992447,111138.74853420196,452941.4068593441,44277.24201074038,247334.622801303,56732.50582152584,127830.83777741964,160722.79113830446
12/2018,85558.47219737992,138739.6871510917,402416.12560125417,107416.65686386196,102534.3121048035,415174.55792518426,40010.647615720525,239016.8196157205,57537.66231203378,115364.79139345148,138739.6871510917
01/2019,92786.4734679666,155869.01344707524,427508.764555195,113894.16162311644,110295.89012883008,445997.4201774572,42776.67426880222,259102.98676880225,58082.71500177606,124197.3547194452,155869.01344707524
02/2019,96310.20431149263,163252.42787666435,444654.3642893638,118824.7007224984,114010.58913805186,462305.9594939658,44576.41233356692,261347.22088297125,58000.078935943486,128993.59461161244,163252.42787666435
03/2019,96442.25111704496,161435.27910458393,454574.2147130301,123853.22089450814,117376.29644859812,475923.8434171276,46312.047850467294,267838.0442723631,59578.32418991989,133618.6273061136,161435.27910458393
04/2019,101186.5373934748,167969.9573970405,471540.85915493366,128027.51616975822,121585.67361383492,493546.5736909487,48178.32643965058,273941.6158673561,59380.0272329005,139239.43869351596,167969.9573970405
05/2019,93245.70792754012,152001.82317460317,448384.0198646817,124125.58133720324,115162.40742534304,467862.8165261699,46298.77783158461,255677.5254237289,60775.37790582941,131174.49245773104,152001.82317460317
06/2019,95720.86024780318,159998.41875746928,468874.8224370389,129320.373574686,120286.7223374341,488657.3712359989,48092.88692442883,266371.92616871704,60828.56099775033,137593.57976994404,159998.41875746928
07/2019,94432.30694825578,164000.12008250385,469234.2596773712,133304.5706510444,123158.90476190476,501162.7662374294,49871.43793381759,268743.33930589183,61919.011721987605,142437.50223542243,164000.12008250385
08/2019,93015.93880210225,155289.6859623052,462198.6876903012,134783.60494441263,121547.08200434945,496027.2187867925,50571.25262776368,258381.8150235593,64335.51722776966,141641.8466415389,155289.6859623052
09/2019,97423.6872623749,165258.5711782533,481186.9741921868,135497.10011199725,125836.58681237948,513422.0061230561,52080.29997244925,266955.2405730554,64113.41121679757,146239.98744519314,165258.5711782533
10/2019,99896.29822126593,164441.19669535596,484833.3412867553,133915.50953273347,126240.72393760088,513978.8229862183,50997.26239913932,271629.89725658955,62957.9370091171,145857.73335791688,164441.19669535596
11/2019,104124.42692041522,172235.11669459115,499784.1901607065,139553.29056273153,131402.72179930794,536567.3940731816,53016.11305773083,275522.7020761245,62960.01894462645,153519.5739702743,172235.11669459115
12/2019,108421.70616343246,175674.3190599965,507657.7831687136,139781.1793385996,133032.13053231264,540245.1776247153,53617.67815559907,289613.94755207404,61961.78513636183,154605.55398945123,175674.3190599965
01/2020,105259.08615816142,167790.8689956569,503042.40035375487,145822.28615179265,133763.153257329,545799.2645173206,54646.57252985885,280672.063029316,63812.418597308286,157089.91020089062,167790.8689956569
02/2020,96201.88112599072,151175.9547471987,459495.6066936621,136281.93221395725,123851.3852418694,503079.3821788027,50503.14198779266,267703.9754577754,65072.61120101038,145143.4264082307,151175.9547471987
03/2020,70990.75387367653,108977.66891566268,393887.13272634806,122590.8795907826,107411.50859802848,437337.1673498101,44252.49832055494,226972.98236582696,64902.5437107787,127460.092060378,108977.66891566268
04/2020,79357.10381941892,128266.56757263702,420318.0434094696,136141.53635902583,119847.43482898126,488682.0413655316,49504.5851783744,249624.5830636264,65781.19943166121,144857.45506297878,128266.56757263702
05/2020,81120.29269216956,132136.73016343397,429199.0781329704,140613.90013906368,122210.75479525862,500328.6294323941,50439.1095545977,245720.77176724144,64849.21261396377,148213.47863941544,132136.73016343397
06/2020,83130.66026611897,136427.6043222004,444179.3252061395,146302.80254590284,125470.32002143245,510719.3856089005,50341.67379889266,262449.3615109841,64648.02462801437,150324.24503725188,136427.6043222004
07/2020,81945.57216914248,132059.38443281568,435942.9612157399,147505.23289763177,124906.0234132343,505793.5817970517,49832.42187711004,270439.1989365294,63616.73639341674,150088.267773964,132059.38443281568
08/2020,87259.76911557789,139179.2284154104,450382.05210469966,157674.14303842545,131576.3767839196,535430.1946260751,51604.31088777219,274353.6631658292,62601.41295338832,159637.0018071717,139179.2284154104
09/2020,85220.54545951488,134639.1603997267,444002.1333958664,155620.140357448,129906.798377178,527202.1107953145,51627.39576358045,275367.70592757093,63721.0995776927,156614.33628777092,134639.1603997267
10/2020,81272.57585912122,140699.69989057962,419320.1282010849,150226.90554547412,126888.96395965124,511467.02193003474,50250.82000341938,281323.7972302958,64020.99696096618,152579.8676496115,140699.69989057962
11/2020,99145.03270784645,166266.63887312188,479110.6358693489,161171.10329559862,139220.51213689483,563285.0712466314,52872.9534557596,300124.8890984975,63287.1886963729,165297.0491800937,166266.63887312188
12/2020,105031.48207481054,175222.40464346833,489767.1089312235,164132.92908169157,142279.59194849644,573242.1670965339,52987.55217993643,314686.3460027708,62703.8718080278,167581.83983784437,175222.40464346833
01/2021,106010.73753790375,188504.4311338168,488043.5876437918,167323.13777323425,143242.73780487804,573858.2691392895,52339.28902439024,328025.2335365853,62333.9582428859,167735.2464011327,188504.4311338168
02/2021,113927.08417457309,206273.40599620497,500593.8842992144,166462.65516660808,146784.8340400957,589291.3543261647,52209.79166735418,330961.2410857191,60893.38714133481,172573.76153343054,206273.40599620497
03/2021,121919.58144477612,227304.5544579957,533487.9191165894,172512.67542161507,155875.91119829423,629463.2180545023,57325.66498933901,337056.15300639655,61584.0792209105,186215.49190584407,227304.5544579957
04/2021,124959.38488164212,227799.14378248635,541251.3926647289,178793.1385250883,157946.46972355573,639293.4715252456,58138.39212050985,335284.9169011753,60806.55727990244,190357.6741665408,227799.14378248635
05/2021,129856.81880173757,233783.85518891897,558312.8257368612,175188.04677599657,158924.11762970246,642177.7502744969,57760.78052618638,339791.16941234324,60462.197943085404,189817.58785578984,233783.85518891897
06/2021,126638.11283237967,236984.18452877825,565407.5394437196,181907.3376772353,165367.1443116796,669134.3749599874,60269.18566139348,349573.9905923932,61613.680310035175,199430.45127708,236984.18452877825
07/2021,129295.5940425532,231422.41702127652,575520.9460011658,184792.88240863092,166456.44759902445,680719.548343914,61955.63262971995,326060.94202337903,62637.87799374884,204047.604063698,231422.41702127652
08/2021,134129.2455332094,237647.24986479632,587032.4342752893,191587.9905620445,171496.6658441778,701021.9054239772,63621.17921243873,336310.36442453944,62552.0348352873,211264.5067692492,237647.24986479632
09/2021,130871.63024095348,238291.8641782538,571293.5169045591,188540.40408928285,168108.0457552466,686712.4158920497,61698.84656706106,330178.03853527934,62285.62503316524,205874.9345089844,238291.8641782538
10/2021,133262.65636410477,246705.51192443108,593643.261509041,201578.2571292614,175730.3196221554,721495.6823644936,65049.79936453413,331593.0442593388,62126.76585486283,219050.23124671952,246705.51192443108
11/2021,127669.23231540968,244755.0955751122,576998.3641555137,200253.0781268977,175809.6402358532,723198.844838573,66300.19825750242,326001.36159464926,63858.429568656175,222931.0604849977,244755.0955751122
12/2021,136340.7765477662,257584.10408793925,617113.5434303305,203864.00956676484,183495.8484019072,756571.9801449956,71038.375419389,333361.95447642595,62782.92333045974,233682.94372520587,257584.10408793925
01/2022,133037.3484277519,250773.71788633923,597849.3433084766,190960.07830763856,177177.55127285767,727460.0848749744,68505.1499462173,332060.99134098244,62328.0532609106,224967.2879732875,250773.71788633923
02/2022,128881.96658630238,254456.3991034914,578734.9951661042,186120.77937370352,171991.69006161264,706339.1613572572,66242.57737297972,320938.50152692205,61534.74407236937,217393.3510687016,254456.3991034914
03/2022,129387.36385190523,259013.2791622376,583238.6410857529,196119.279396554,177370.5286730925,732130.2464883362,70061.3545446356,316571.3680569318,59950.099101228574,227455.58219174607,259013.2791622376
04/2022,129154.88118406077,254626.90072296016,578953.5771857572,183130.8880264672,171928.36127134727,707040.6844588212,70135.13601518027,314924.564117647,59503.12265544601,218671.8853900784,254626.90072296016
05/2022,128812.53146830956,256691.6939531411,573865.205164538,179883.72084783728,169470.1685242229,696149.8277558046,69037.00849435265,311280.7223186783,58525.300011361,215535.216038354,256691.6939531411
06/2022,113437.4268990084,236988.33235582948,532999.3845892824,171620.64708335634,160127.00772118996,655804.2932234461,67232.50401463368,299980.93568884186,58055.629397249526,203950.42410264228,236988.33235582948
07/2022,121041.7933634046,265779.7117905472,569747.3164039922,182455.67401657457,174541.5679545009,720991.7586758115,72373.29288095704,305045.90062757407,60601.32306197136,226883.90453305707,265779.7117905472
08/2022,114708.05653800002,263551.524436,544831.4764256536,181308.37553839776,171513.96102,704527.4437804917,71169.64839999999,312501.15936,58703.89324907987,221940.37035095043,263551.524436
09/2022,103098.66250512926,242605.8524579401,510310.8028060511,172351.42393822342,159178.31109971277,655554.6788803298,67316.96889618383,283156.8756462864,57148.84936706372,206708.83301550976,242605.8524579401
10/2022,110479.18834577368,268273.7493826912,537728.4209466464,186342.3422900588,165998.16893282227,690867.0682405854,71529.58002824288,269808.06723824894,56372.31412902648,219702.8960830352,268273.7493826912
11/2022,117588.65753662298,269021.9700616808,572102.1290695528,187528.0797888456,170981.809001542,706003.0916860258,71449.42397841171,296069.8186006168,56591.36218854905,221651.7941205841,269021.9700616808
12/2022,116023.02555222204,245625.5125876618,556616.6406674158,177966.19413282233,159853.73710856933,657640.5600279866,67021.87522970185,284127.5013313332,54427.52257353549,203202.0837910024,245625.5125876618
01/2023,127137.16730360936,270027.6599575372,595576.2755554975,177106.1149970525,168710.18798116868,693317.2073211351,67967.97651620049,301863.2550540017,55174.456722448056,212640.77523455225,270027.6599575372
02/2023,130634.24885205764,270018.17069968925,603810.7291722612,174839.9875057357,167237.88083623693,690287.1415167826,66137.04849797532,288001.65574912896,54592.30196966283,211633.08209762216,270018.17069968925
03/2023,123698.26406252876,245398.27788873567,603572.9589789583,172223.16858579838,168449.46620689658,694865.1891246431,66861.53382988505,289860.49456551723,55352.063257196096,214238.2464260528,245398.27788873567
04/2023,127162.09105728076,239786.3604207267,622573.1617627826,175472.28854576577,169300.4023312995,700220.6730653651,67986.1010108369,283863.871286768,54696.89248457002,215481.9432361832,239786.3604207267
05/2023,121707.5389366283,238313.85786015168,602395.7505268039,171616.48216182095,172283.20909856784,712567.5961556862,67637.66125620143,286965.6660488627,55379.69094037912,222455.55686589688,238313.85786015168
06/2023,124610.8717798638,258203.5183913124,620614.5495238258,179601.2767656815,179290.9694643843,742935.598895187,69604.69457021903,293112.9192159028,54121.64465258054,233160.3873990072,258203.5183913124
07/2023,129219.9768284496,273158.2221573075,630535.0069551577,181340.35751691464,183259.95072121927,756955.8338300635,69118.62505669962,307121.98181983124,53653.94744441071,237222.9845262198,273158.2221573075
08/2023,125371.9265679058,266658.9599282297,614157.4863395223,181573.51253261123,180753.44790209792,749413.2711877194,68898.51078395288,292403.4576923077,53758.5379593179,236775.55086954488,266658.9599282297
09/2023,122981.79173494432,259070.4807494809,605006.6169898075,178621.33883787785,177826.56405512552,735631.2369086111,67722.83824806495,291910.57449159527,53242.49230557777,231318.43529727083,259070.4807494809
10/2023,116278.0783124588,243065.7715566438,581043.0775316247,175009.04035087416,172113.4662020906,712604.6794219364,66804.72375929935,281032.5557811342,52707.699295392005,225921.39736823112,243065.7715566438
11/2023,125674.01624005126,257829.81917299423,620166.9517020354,185830.19739765133,182712.4847314976,757166.3427930666,69934.91790321106,294037.75462098594,53608.55910775288,239516.55614766828,257829.81917299423
12/2023,134673.24086877832,287324.05603619915,644135.1894200499,191970.37832442712,189489.9282352941,785784.4342333137,70930.38454298642,301785.53265323804,55282.0073462677,247701.34848824496,287324.05603619915
01/2024,133188.58863523116,280763.44521177444,656027.2050952587,206677.5007292741,194388.7699732398,810844.0442109375,74387.3727784442,292646.9060748459,55287.92756409264,256814.1026938452,280763.44521177444
02/2024,131315.3888601515,290079.5466654351,666916.6968666045,225574.62498932253,203008.10096065028,846080.7267240374,76735.9706262701,307730.0632399686,54675.18501921192,270801.7822068391,290079.5466654351
03/2024,137599.96734622147,304394.41387290723,692806.2299524446,235675.9603509991,209784.9669595782,874481.0394525726,79206.25388955693,315983.3625037207,55053.0922570369,279902.5665041281,304394.41387290723
04/2024,137888.5572103004,286806.7724892704,685583.7553768862,228043.4762725024,204714.16407911925,849304.6831396248,76953.10001866019,320588.26182697626,54020.01424658584,270799.4437820734,286806.7724892704
